SessionId	UserId	ItemId	Timestamp	BehaviorType	TimeId
10246_1	10246	463118	1431798034562	view	1
10246_1	10246	168224	1431798090658	view	1
10246_1	10246	295613	1431798342010	view	1
10246_1	10246	295613	1431798382944	view	1
10246_1	10246	463118	1431798436542	view	1
10246_1	10246	463118	1431820127035	view	1
10246_1	10246	168224	1431820249859	view	1
10246_1	10246	463118	1431821558189	view	1
10246_1	10246	463118	1431821626098	view	1
1025512_13	1025512	210002	1438635697719	view	13
1025512_13	1025512	210002	1438636145817	addtocart	13
1025512_13	1025512	129354	1438637898154	view	13
1025512_13	1025512	210002	1438638111494	view	13
1025512_13	1025512	129354	1438638400849	view	13
1025512_13	1025512	210002	1438638616555	view	13
1025512_13	1025512	217794	1438639018210	view	13
1025512_13	1025512	210002	1438639392314	view	13
1025512_13	1025512	210002	1438639526016	view	13
1025512_13	1025512	210002	1438639548054	view	13
1025512_13	1025512	210002	1438639595596	view	13
1025512_13	1025512	129354	1438639597099	view	13
1026732_2	1026732	89262	1432104495674	view	2
1026732_2	1026732	89262	1432104495721	view	2
1026732_2	1026732	152249	1432303390074	view	2
1026732_2	1026732	152249	1432303431370	view	2
1026732_2	1026732	152249	1432303811379	view	2
1031757_3	1031757	299795	1433026557951	view	3
1031757_3	1031757	303341	1433026593378	view	3
1032856_13	1032856	227309	1438974739656	view	13
1032856_13	1032856	293640	1438974748633	view	13
1032856_13	1032856	78883	1438974757613	view	13
1032856_13	1032856	72031	1438975376655	view	13
1032856_13	1032856	293420	1438975391680	view	13
1032856_13	1032856	299113	1438975392667	view	13
1033231_4	1033231	165415	1433184566350	view	4
1033231_4	1033231	395749	1433184606735	view	4
1033231_4	1033231	180566	1433184623040	view	4
1033231_4	1033231	180566	1433185006142	view	4
103336_5	103336	193745	1433996580185	view	5
103336_5	103336	193745	1433996755383	view	5
103336_5	103336	193745	1434023337983	view	5
103336_5	103336	26508	1434023463759	view	5
103336_5	103336	193745	1434023546704	view	5
1035122_4	1035122	99596	1433044267316	view	4
1035122_4	1035122	424467	1433044478549	view	4
1036236_2	1036236	391917	1432245984754	view	2
1036236_2	1036236	440312	1432246044501	view	2
1036236_2	1036236	391917	1432246055820	view	2
1036236_2	1036236	391917	1432246284954	view	2
1036236_2	1036236	391917	1432246611927	view	2
1036236_2	1036236	210002	1432246757106	view	2
1036236_2	1036236	210002	1432247662516	view	2
1036737_8	1036737	206974	1435868815626	view	8
1036737_8	1036737	358211	1435868869017	view	8
1037405_4	1037405	50934	1433186172270	view	4
1037405_4	1037405	50934	1433188448210	view	4
1037405_4	1037405	401636	1433190256952	view	4
1037405_4	1037405	339808	1433190290399	view	4
1037405_4	1037405	170267	1433190328072	view	4
1037405_4	1037405	31098	1433190451576	view	4
1037405_4	1037405	249933	1433209479920	view	4
103808_11	103808	325772	1437458222575	view	11
103808_11	103808	325772	1437526416957	view	11
103808_11	103808	112594	1437526610497	view	11
103808_11	103808	325772	1437528921563	view	11
103808_11	103808	325772	1437530433651	view	11
103808_11	103808	325772	1437530548008	addtocart	11
103808_11	103808	325772	1437530626229	transaction	11
1045170_4	1045170	434653	1433434155356	view	4
1045170_4	1045170	434653	1433434476299	addtocart	4
1045636_12	1045636	151148	1437940411143	view	12
1045636_12	1045636	112463	1437940568709	view	12
1046432_12	1046432	373800	1437969222915	view	12
1046432_12	1046432	373800	1437971050366	view	12
1046432_12	1046432	373800	1437971055337	view	12
1046432_12	1046432	373800	1437971058294	view	12
1046432_12	1046432	373800	1437971082920	view	12
1046432_12	1046432	373800	1437971097407	view	12
1046705_6	1046705	45759	1434394276067	view	6
1046705_6	1046705	45759	1434394474423	view	6
1048475_0	1048475	25290	1430841039381	view	0
1048475_0	1048475	126396	1430841114585	view	0
1048475_0	1048475	272004	1430869093522	view	0
1048475_0	1048475	272004	1430947775989	view	0
1048475_0	1048475	307045	1430947994769	view	0
1048475_0	1048475	20416	1430948106270	view	0
1048475_0	1048475	272004	1430948132305	view	0
1048475_0	1048475	272004	1430948238906	view	0
1048475_0	1048475	272004	1430948349570	view	0
1048642_7	1048642	422376	1435088541304	view	7
1048642_7	1048642	285154	1435089106609	view	7
1048642_7	1048642	422376	1435089126372	view	7
1050344_12	1050344	350006	1438091025379	view	12
1050344_12	1050344	240054	1438091072761	view	12
1050344_12	1050344	350006	1438091522683	view	12
10520_10	10520	195537	1436760739010	view	10
10520_10	10520	330305	1436761300475	view	10
10520_10	10520	330305	1436767916288	view	10
10520_10	10520	330305	1436799572420	addtocart	10
10520_10	10520	330305	1436799787282	view	10
10520_10	10520	195537	1436800677772	view	10
1052846_4	1052846	190453	1433391439584	view	4
1052846_4	1052846	416187	1433391718943	view	4
1052846_4	1052846	20740	1433391749759	view	4
1052918_9	1052918	154955	1436156298228	view	9
1052918_9	1052918	398778	1436156371566	view	9
1052918_9	1052918	103287	1436156376991	view	9
1052918_9	1052918	398778	1436156524320	view	9
1052918_9	1052918	398778	1436156699202	view	9
1053803_12	1053803	269192	1438093526009	view	12
1053803_12	1053803	269192	1438093643496	view	12
1053803_12	1053803	269192	1438093782232	view	12
1053803_12	1053803	36995	1438093915583	view	12
1053803_12	1053803	450179	1438094003268	view	12
1053803_12	1053803	36995	1438094094384	view	12
1054083_0	1054083	432933	1430680757181	view	0
1054083_0	1054083	432933	1430681275486	view	0
1054083_0	1054083	432933	1430767297942	view	0
1054083_0	1054083	432933	1430767659597	view	0
1054083_0	1054083	432933	1431030442656	view	0
1054083_0	1054083	432933	1431214977230	view	0
105655_12	105655	451459	1437923165493	view	12
105655_12	105655	389052	1437923872644	view	12
105655_12	105655	134734	1437923926380	view	12
105655_12	105655	275720	1437924713623	view	12
1057349_2	1057349	114137	1432147861068	view	2
1057349_2	1057349	114137	1432148060157	view	2
1057482_11	1057482	21091	1437847010170	view	11
1057482_11	1057482	331325	1437847045560	view	11
1057955_11	1057955	369158	1437686835229	view	11
1057955_11	1057955	272976	1437686903670	view	11
1058758_0	1058758	213695	1430971946727	view	0
1058758_0	1058758	213695	1431182948926	view	0
106012_6	106012	182131	1434631975331	view	6
106012_6	106012	182131	1434632071676	view	6
106012_6	106012	276035	1434632088239	view	6
106012_6	106012	276035	1434632154287	view	6
106012_6	106012	182131	1434632277926	view	6
106012_6	106012	466064	1434632307148	view	6
106012_6	106012	283971	1434632539879	view	6
106012_6	106012	309403	1434632618103	view	6
106012_6	106012	257575	1434632990155	view	6
106012_6	106012	95392	1434633348928	view	6
1060718_8	1060718	458637	1435936822434	view	8
1060718_8	1060718	458637	1435936878888	view	8
1060718_8	1060718	312728	1435937122328	view	8
1060718_8	1060718	304877	1435939528392	view	8
1060718_8	1060718	368841	1435946995768	view	8
1060789_0	1060789	30391	1430775324759	view	0
1060789_0	1060789	30391	1430775566580	view	0
106187_14	106187	86220	1439248447032	view	14
106187_14	106187	86220	1439444425014	view	14
106285_15	106285	291202	1440010333087	view	15
106285_15	106285	398634	1440010373212	view	15
106285_15	106285	398634	1440014341202	view	15
1063228_13	1063228	325706	1438759220507	view	13
1063228_13	1063228	96680	1438759281741	addtocart	13
1063228_13	1063228	96680	1438759281741	addtocart	13
1063228_13	1063228	96680	1438759387875	view	13
1063763_4	1063763	195852	1433188984200	view	4
1063763_4	1063763	41649	1433189002784	view	4
1063763_4	1063763	195852	1433189085012	view	4
1063763_4	1063763	41649	1433189135619	view	4
1063763_4	1063763	195852	1433189155377	view	4
1063763_4	1063763	195852	1433189257805	view	4
1063763_4	1063763	41649	1433189270175	view	4
1063763_4	1063763	195852	1433189278922	view	4
106401_10	106401	127631	1436732016331	view	10
106401_10	106401	127631	1436732077735	view	10
1065006_14	1065006	365879	1439237272904	view	14
1065006_14	1065006	413841	1439237357738	view	14
1065006_14	1065006	365879	1439240461430	view	14
1065006_14	1065006	413841	1439240487422	view	14
1068867_12	1068867	142466	1438041627648	view	12
1068867_12	1068867	92329	1438041731087	view	12
1068867_12	1068867	142466	1438041888839	view	12
1068867_12	1068867	142466	1438049988250	view	12
1068867_12	1068867	92329	1438050028141	view	12
1069524_9	1069524	106386	1436150543169	view	9
1069524_9	1069524	370179	1436150573352	view	9
1069524_9	1069524	151040	1436150609705	view	9
1069524_9	1069524	445675	1436150677034	view	9
1072856_7	1072856	98719	1434930262010	view	7
1072856_7	1072856	29871	1434930353613	view	7
1072856_7	1072856	214519	1434930370424	view	7
1072856_7	1072856	157725	1434930373786	view	7
1072856_7	1072856	308273	1434930374740	view	7
1072856_7	1072856	349846	1434930383370	view	7
1072856_7	1072856	397429	1434930388907	view	7
1073862_5	1073862	247909	1433713103788	view	5
1073862_5	1073862	247909	1433713165220	view	5
1074057_8	1074057	414654	1435728603412	view	8
1074057_8	1074057	290555	1435729912858	view	8
1074057_8	1074057	458637	1435730693035	view	8
1074057_8	1074057	458637	1435730997462	view	8
1074057_8	1074057	325508	1435782465197	view	8
1074057_8	1074057	325508	1435887877626	view	8
1076568_5	1076568	20740	1434078029017	view	5
1076568_5	1076568	288105	1434078070510	view	5
1076568_5	1076568	389048	1434078101311	view	5
1076568_5	1076568	4887	1434078107070	view	5
1076568_5	1076568	389048	1434078129074	view	5
1076568_5	1076568	288105	1434078135852	view	5
1076568_5	1076568	152257	1434078199725	view	5
1076568_5	1076568	79447	1434078212532	view	5
1076568_5	1076568	389048	1434078219669	view	5
1076568_5	1076568	79447	1434078224072	view	5
1076568_5	1076568	389048	1434078228487	view	5
1076568_5	1076568	79447	1434078253521	view	5
1076568_5	1076568	123548	1434078262601	view	5
1076568_5	1076568	352441	1434078269328	view	5
1076568_5	1076568	108735	1434078278034	view	5
1077990_7	1077990	71594	1434986928516	view	7
1077990_7	1077990	71594	1434987693528	view	7
1077990_7	1077990	162565	1434987838429	view	7
1080621_15	1080621	112674	1440283631103	view	15
1080621_15	1080621	112674	1440283699248	view	15
1080621_15	1080621	95977	1440283747822	view	15
1080621_15	1080621	112414	1440284224877	view	15
1080621_15	1080621	367172	1440284486431	view	15
1080621_15	1080621	112414	1440284505030	view	15
1080621_15	1080621	387432	1440284570135	view	15
1080621_15	1080621	112414	1440284635362	view	15
1081496_12	1081496	227161	1438148748297	view	12
1081496_12	1081496	227161	1438148779787	view	12
1081496_12	1081496	361956	1438148967519	view	12
1081496_12	1081496	147005	1438148999988	view	12
1081496_12	1081496	227161	1438149265435	view	12
1081496_12	1081496	227161	1438149414910	view	12
1081496_12	1081496	147005	1438149431713	view	12
1083644_2	1083644	156074	1432181514798	view	2
1083644_2	1083644	64002	1432181669381	view	2
1083644_2	1083644	337348	1432181799042	view	2
1083644_2	1083644	349232	1432181890028	view	2
1083644_2	1083644	375700	1432182004442	view	2
1083644_2	1083644	456889	1432182166649	view	2
1083644_2	1083644	166691	1432182187730	view	2
1083644_2	1083644	212216	1432182709534	view	2
1085466_0	1085466	417992	1430855893270	view	0
1085466_0	1085466	262186	1430856089242	view	0
1085466_0	1085466	262186	1430856118446	view	0
1086422_12	1086422	434652	1438295059272	view	12
1086422_12	1086422	434652	1438319080334	view	12
1088116_4	1088116	103634	1433346679502	view	4
1088116_4	1088116	185570	1433352419351	addtocart	4
1092344_14	1092344	138613	1439365443575	view	14
1092344_14	1092344	359161	1439365724387	view	14
1092344_14	1092344	138613	1439365961310	view	14
1092344_14	1092344	383717	1439365970615	view	14
1092344_14	1092344	188698	1439366066324	view	14
1092344_14	1092344	383717	1439366107117	view	14
1092344_14	1092344	138613	1439366161134	view	14
1092546_13	1092546	260539	1438886818155	view	13
1092546_13	1092546	260539	1438886911000	view	13
1092546_13	1092546	182157	1438886938663	view	13
1092616_5	1092616	357836	1433830544930	view	5
1092616_5	1092616	237756	1433830592087	view	5
1092616_5	1092616	81407	1434160155026	view	5
1094089_0	1094089	311584	1430765616569	view	0
1094089_0	1094089	311584	1430765733144	view	0
1094089_0	1094089	311584	1430765790496	view	0
1094089_0	1094089	311584	1430769289217	view	0
1094089_0	1094089	207604	1430770249526	view	0
1094089_0	1094089	311584	1430770280761	view	0
1094765_9	1094765	384302	1436540463377	view	9
1094765_9	1094765	384302	1436540738531	view	9
1094765_9	1094765	384302	1436540914657	view	9
1095195_8	1095195	282385	1435877086372	view	8
1095195_8	1095195	282385	1435877240426	view	8
1095195_8	1095195	282385	1435877416627	view	8
1095433_3	1095433	136553	1432770059002	view	3
1095433_3	1095433	136553	1432770300739	view	3
1099696_9	1099696	21836	1436416027512	view	9
1099696_9	1099696	21836	1436416661945	view	9
1099696_9	1099696	21836	1436416805933	view	9
1099696_9	1099696	21836	1436416815847	view	9
110024_4	110024	28144	1433199621016	view	4
110024_4	110024	141056	1433199642439	view	4
1101708_7	1101708	52993	1435354629323	view	7
1101708_7	1101708	230166	1435433455705	view	7
1102169_10	1102169	12040	1436727584310	view	10
1102169_10	1102169	12040	1436727591099	view	10
1102169_10	1102169	368060	1436727631983	view	10
1102169_10	1102169	250015	1436728049951	view	10
1102169_10	1102169	284648	1436732019584	view	10
1102730_3	1102730	127799	1432831316048	view	3
1102730_3	1102730	334273	1432831479999	view	3
1103923_15	1103923	416992	1440205196776	view	15
1103923_15	1103923	458130	1440205299391	view	15
1103923_15	1103923	416992	1440205615566	view	15
1105406_9	1105406	89522	1436421189657	view	9
1105406_9	1105406	89522	1436421424954	view	9
1105406_9	1105406	301701	1436421531824	view	9
1105406_9	1105406	403361	1436421615446	view	9
1105406_9	1105406	403361	1436466488888	view	9
1106538_0	1106538	209225	1430703401698	view	0
1106538_0	1106538	209225	1430703703147	view	0
1106805_11	1106805	340808	1437528499445	view	11
1106805_11	1106805	340808	1437528542555	view	11
1107997_15	1107997	427360	1439921516039	view	15
1107997_15	1107997	427360	1439921566674	addtocart	15
1107997_15	1107997	427360	1439921649792	transaction	15
11087_2	11087	289922	1432303315386	view	2
11087_2	11087	289922	1432315089910	view	2
11087_2	11087	289922	1432315280912	view	2
11087_2	11087	203661	1432315281897	view	2
11087_2	11087	289922	1432315296332	addtocart	2
1108912_0	1108912	229297	1431145058455	view	0
1108912_0	1108912	229297	1431145142089	view	0
1109181_8	1109181	448220	1435531126195	view	8
1109181_8	1109181	448220	1435737871794	view	8
1110408_10	1110408	437932	1437019677109	view	10
1110408_10	1110408	447930	1437019727648	view	10
1110408_10	1110408	437932	1437019747110	view	10
1110408_10	1110408	437932	1437019933106	view	10
1112708_5	1112708	167653	1433896454943	view	5
1112708_5	1112708	167653	1433988282144	view	5
1112708_5	1112708	191807	1434083928267	view	5
1112708_5	1112708	39070	1434175045088	view	5
1113076_15	1113076	58638	1439751988290	view	15
1113076_15	1113076	58638	1440014215827	view	15
1113076_15	1113076	58638	1440014505142	view	15
1113516_8	1113516	97307	1435941980139	view	8
1113516_8	1113516	97307	1435942415593	view	8
1113516_8	1113516	97307	1435942459319	view	8
1113605_15	1113605	136674	1440214331932	view	15
1113605_15	1113605	455183	1440214381835	view	15
1113605_15	1113605	136674	1440214745951	view	15
1113605_15	1113605	322887	1440214884126	view	15
1113605_15	1113605	322887	1440214909571	addtocart	15
1113605_15	1113605	322887	1440215409097	view	15
1113605_15	1113605	455183	1440215610120	view	15
1113605_15	1113605	455183	1440215617948	view	15
1113605_15	1113605	136674	1440215669987	view	15
1113605_15	1113605	136674	1440215681978	view	15
1113605_15	1113605	322887	1440270788983	view	15
1113605_15	1113605	322887	1440270880931	view	15
1113605_15	1113605	455183	1440271485680	view	15
111643_9	111643	81732	1436212506473	view	9
111643_9	111643	357531	1436453435663	view	9
111643_9	111643	177522	1436453448039	view	9
111643_9	111643	357531	1436453469998	view	9
1118889_9	1118889	425186	1436667954145	view	9
1118889_9	1118889	102327	1436667988614	view	9
1118889_9	1118889	102327	1436668017354	view	9
1118889_9	1118889	425186	1436668019528	view	9
1119639_13	1119639	162139	1438627209957	view	13
1119639_13	1119639	162139	1438637225943	view	13
1119639_13	1119639	162139	1438705626338	view	13
1120186_10	1120186	398452	1437081743295	view	10
1120186_10	1120186	398452	1437081766123	view	10
1120186_10	1120186	330506	1437081864308	view	10
1120613_2	1120613	379390	1432128474441	view	2
1120613_2	1120613	293038	1432128486281	view	2
1120613_2	1120613	293038	1432128558637	addtocart	2
1120613_2	1120613	293038	1432339823842	view	2
1120613_2	1120613	379390	1432339888567	view	2
1122244_5	1122244	65273	1433721573647	view	5
1122244_5	1122244	396177	1433721674245	view	5
1124954_3	1124954	438322	1432745611051	view	3
1124954_3	1124954	368947	1432745652483	view	3
1124954_3	1124954	308438	1432745680421	view	3
1126938_6	1126938	6656	1434586731137	view	6
1126938_6	1126938	368060	1434586759001	view	6
1126938_6	1126938	6656	1434586848562	view	6
1133337_1	1133337	291877	1431702478033	view	1
1133337_1	1133337	225279	1431702497322	view	1
1133337_1	1133337	225279	1431702855769	addtocart	1
1133705_7	1133705	303935	1435374586734	view	7
1133705_7	1133705	303935	1435374614712	view	7
1133705_7	1133705	64852	1435374664555	view	7
1133705_7	1133705	64852	1435377018529	view	7
1133712_8	1133712	116493	1435809895942	view	8
1133712_8	1133712	455580	1435810037686	view	8
1134153_11	1134153	347812	1437860929047	view	11
1134153_11	1134153	432011	1437860948500	view	11
1134681_8	1134681	458949	1435465028210	view	8
1134681_8	1134681	266947	1435465082683	view	8
1134681_8	1134681	458949	1435465222222	view	8
1135634_13	1135634	133814	1438532705306	view	13
1135634_13	1135634	301020	1438534257002	view	13
1135634_13	1135634	354676	1438534331958	view	13
1137494_2	1137494	9975	1432260846847	view	2
1137494_2	1137494	422948	1432260937882	view	2
1137494_2	1137494	168224	1432261085590	view	2
1137494_2	1137494	168224	1432261321548	view	2
1137494_2	1137494	422948	1432261344181	view	2
1137494_2	1137494	421606	1432261407685	view	2
1137494_2	1137494	421606	1432261577375	view	2
1137494_2	1137494	33912	1432261731690	view	2
1137494_2	1137494	135856	1432261999884	view	2
1137494_2	1137494	135856	1432262170080	view	2
1137494_2	1137494	431928	1432262316238	view	2
1137494_2	1137494	76376	1432262395652	view	2
1137722_8	1137722	139725	1435914887901	view	8
1137722_8	1137722	73001	1435914909792	view	8
1137722_8	1137722	462862	1435914955574	view	8
1138343_2	1138343	309652	1432073013499	view	2
1138343_2	1138343	372087	1432073636114	view	2
1138343_2	1138343	93941	1432073707747	view	2
1138594_4	1138594	230223	1433432292639	view	4
1138594_4	1138594	230223	1433432333575	view	4
1138594_4	1138594	159822	1433432347074	view	4
1138594_4	1138594	230223	1433432368837	view	4
1139161_8	1139161	43938	1435984274516	view	8
1139161_8	1139161	43938	1435984408144	view	8
1141555_8	1141555	333709	1435797292206	view	8
1141555_8	1141555	333709	1435797418552	view	8
1141555_8	1141555	333709	1435797629461	view	8
1142199_0	1142199	299677	1430758329669	view	0
1142199_0	1142199	200425	1430758547135	view	0
1142199_0	1142199	301344	1430758876114	view	0
1142199_0	1142199	301344	1430795238498	view	0
1142893_2	1142893	87856	1431989548569	view	2
1142893_2	1142893	87856	1431989805781	addtocart	2
1142893_2	1142893	129984	1431990135055	view	2
1142893_2	1142893	87856	1432070799938	view	2
1142893_2	1142893	87856	1432070801384	addtocart	2
1142893_2	1142893	87856	1432073234289	view	2
1142978_13	1142978	396491	1438922913561	view	13
1142978_13	1142978	423459	1438923290298	view	13
1142978_13	1142978	95981	1438923392603	view	13
1144904_11	1144904	399658	1437620809182	view	11
1144904_11	1144904	399658	1437620844624	view	11
1144904_11	1144904	399658	1437620858762	addtocart	11
1144904_11	1144904	382163	1437620973362	view	11
1144904_11	1144904	437128	1437621007987	view	11
1144904_11	1144904	437128	1437621022247	addtocart	11
1144904_11	1144904	437128	1437621178937	transaction	11
1147438_11	1147438	226870	1437701194628	view	11
1147438_11	1147438	351125	1437701265489	view	11
1147438_11	1147438	3656	1437701267634	view	11
1147438_11	1147438	25	1437701551657	view	11
1147438_11	1147438	249662	1437701582636	view	11
1149297_13	1149297	188051	1438961628334	view	13
1149297_13	1149297	192227	1438961647303	view	13
1149297_13	1149297	276013	1438965295130	view	13
1149471_11	1149471	217605	1437320853553	view	11
1149471_11	1149471	217605	1437320960133	addtocart	11
1149471_11	1149471	217605	1437321304012	transaction	11
115259_11	115259	240616	1437725452235	view	11
115259_11	115259	350865	1437755586985	view	11
115259_11	115259	240616	1437755714102	view	11
1152997_4	1152997	221911	1433626859327	view	4
1152997_4	1152997	394391	1433626881885	view	4
1152997_4	1152997	394391	1433626960384	addtocart	4
1152997_4	1152997	394391	1433643487437	view	4
1153439_2	1153439	149049	1432411139879	view	2
1153439_2	1153439	192910	1432411174827	view	2
1153439_2	1153439	199819	1432411212886	view	2
1155296_9	1155296	73602	1436481032392	view	9
1155296_9	1155296	73602	1436481100527	addtocart	9
1155296_9	1155296	73602	1436483953081	view	9
1155296_9	1155296	73602	1436484608822	view	9
1155743_11	1155743	174501	1437796401725	view	11
1155743_11	1155743	430574	1437796458748	view	11
1156054_11	1156054	314213	1437849733377	view	11
1156054_11	1156054	431810	1437850132063	view	11
1156054_11	1156054	455860	1437850176717	view	11
1156054_11	1156054	418968	1437850236216	view	11
1156584_7	1156584	396491	1434862251770	view	7
1156584_7	1156584	131028	1434862308382	view	7
1156584_7	1156584	247578	1434862328164	view	7
1156584_7	1156584	131028	1434862377656	view	7
1156584_7	1156584	390036	1434862390349	view	7
1156584_7	1156584	143416	1434862453651	view	7
1156584_7	1156584	143416	1434925351242	view	7
1156822_14	1156822	264067	1439400118350	view	14
1156822_14	1156822	438412	1439400449828	view	14
1159093_0	1159093	426030	1430929984532	view	0
1159093_0	1159093	426030	1430966364286	view	0
1159093_0	1159093	426030	1430970429135	view	0
1159093_0	1159093	426030	1430970506172	view	0
1159460_11	1159460	236180	1437359697634	view	11
1159460_11	1159460	78163	1437359784828	view	11
1159460_11	1159460	271801	1437359917828	view	11
1160289_8	1160289	425186	1435772511438	view	8
1160289_8	1160289	243222	1435772532421	view	8
1162573_0	1162573	142466	1430879041749	view	0
1162573_0	1162573	200536	1430879058257	view	0
1162573_0	1162573	200536	1430879198118	view	0
1162573_0	1162573	200536	1430914093744	view	0
1162736_1	1162736	410889	1431547087470	view	1
1162736_1	1162736	190654	1431547272780	view	1
1162736_1	1162736	190654	1431547373053	view	1
1164473_6	1164473	189926	1434509110022	view	6
1164473_6	1164473	260901	1434720362058	view	6
116502_7	116502	94468	1435075424450	view	7
116502_7	116502	305717	1435095210049	view	7
116502_7	116502	139515	1435095226413	view	7
116502_7	116502	305717	1435095233088	view	7
116502_7	116502	305717	1435095249434	view	7
116502_7	116502	408933	1435095268332	view	7
116502_7	116502	305717	1435095329003	view	7
116502_7	116502	206218	1435095368514	view	7
1166896_14	1166896	304540	1439392885222	view	14
1166896_14	1166896	304540	1439489512728	view	14
1167564_1	1167564	75075	1431255145761	view	1
1167564_1	1167564	75075	1431384291461	view	1
1167564_1	1167564	75075	1431521542807	view	1
1168756_4	1168756	411786	1433178496792	view	4
1168756_4	1168756	411786	1433362199585	view	4
1172032_8	1172032	175652	1435627259993	view	8
1172032_8	1172032	175652	1435648177356	view	8
1175246_10	1175246	95757	1437172334103	view	10
1175246_10	1175246	95757	1437172500869	view	10
1175246_10	1175246	95757	1437172677600	view	10
1176736_10	1176736	319242	1436733573066	view	10
1176736_10	1176736	334585	1436733583573	view	10
1176736_10	1176736	319242	1436733924797	view	10
1176736_10	1176736	457522	1436733933857	view	10
1176736_10	1176736	319242	1436746218060	view	10
1176736_10	1176736	414425	1436746225658	view	10
1178413_7	1178413	350103	1435009369772	view	7
1178413_7	1178413	350103	1435009370449	view	7
117997_3	117997	244458	1432873476151	view	3
117997_3	117997	315176	1432874133827	view	3
117997_3	117997	244458	1432874194751	view	3
1182491_6	1182491	312414	1434741257144	view	6
1182491_6	1182491	60012	1434741294022	view	6
1182491_6	1182491	60012	1434744566445	view	6
1183770_13	1183770	460133	1438742474953	view	13
1183770_13	1183770	29196	1438746568387	view	13
1183770_13	1183770	29196	1438825312801	view	13
1183770_13	1183770	29196	1438910573680	view	13
1183770_13	1183770	29196	1438914071842	view	13
1183770_13	1183770	29196	1438914169943	view	13
1183770_13	1183770	29196	1438914189278	addtocart	13
1183770_13	1183770	29196	1438914217709	view	13
1183770_13	1183770	29196	1438914326987	view	13
1183770_13	1183770	58086	1438914732954	transaction	13
1183770_13	1183770	29196	1438914732954	transaction	13
1183793_14	1183793	106741	1439351644984	addtocart	14
1183793_14	1183793	106741	1439356576469	transaction	14
1183793_14	1183793	37029	1439443993981	view	14
118444_7	118444	354233	1435027964906	view	7
118444_7	118444	354233	1435028054789	addtocart	7
118444_7	118444	269551	1435028164360	view	7
118444_7	118444	269551	1435028203049	addtocart	7
118444_7	118444	269551	1435028232442	view	7
118444_7	118444	354233	1435028236482	view	7
118444_7	118444	354233	1435028239979	addtocart	7
118444_7	118444	354233	1435028332438	view	7
118444_7	118444	269551	1435028388977	view	7
118444_7	118444	269551	1435028395875	addtocart	7
