SessionId	UserId	ItemId	Timestamp	BehaviorType	TimeId	CategoryId
101610_5	101610	347441	1512007721	pv	5	3607361
101610_5	101610	4399801	1512007875	pv	5	1859277
101610_5	101610	4399801	1512007976	pv	5	1859277
101610_5	101610	1561513	1512008225	pv	5	2520377
101610_5	101610	3719821	1512008253	pv	5	3607361
101610_5	101610	1894256	1512010695	pv	5	4756105
101610_5	101610	1996270	1512011194	pv	5	4756105
101610_5	101610	3836557	1512011251	pv	5	4756105
101610_5	101610	347441	1512015148	pv	5	3607361
101610_5	101610	2115074	1512016038	pv	5	4756105
101610_5	101610	825932	1512047800	pv	5	3607361
1017176_3	1017176	2850766	1511863834	pv	3	1109050
1017176_3	1017176	2683360	1511864315	pv	3	3388914
1017176_3	1017176	4939586	1511864568	pv	3	3252144
104130_4	104130	2885105	1511947425	pv	4	4756105
104130_4	104130	1243416	1511947646	pv	4	4756105
104145_5	104145	4777141	1512008253	pv	5	2520377
104145_5	104145	3190191	1512025483	pv	5	4181361
104145_5	104145	1952774	1512025587	pv	5	4181361
104145_5	104145	3190191	1512025590	pv	5	4181361
104145_5	104145	3190191	1512053058	fav	5	4181361
104238_5	104238	4248565	1512001763	pv	5	1080785
104238_5	104238	359249	1512014204	pv	5	154040
104238_5	104238	4576330	1512014325	pv	5	982926
104238_5	104238	2588008	1512015022	pv	5	2355072
105103_1	105103	265985	1511671975	pv	1	4789432
105103_1	105103	1937071	1511672010	pv	1	4789432
105103_1	105103	2379347	1511672081	cart	1	4789432
105103_1	105103	265985	1511694749	pv	1	4789432
105103_1	105103	1528739	1511709774	pv	1	4789432
105103_1	105103	609649	1511709810	pv	1	4789432
105103_1	105103	3639221	1511710029	pv	1	4789432
105103_1	105103	2934711	1511710042	pv	1	4789432
105103_1	105103	609649	1511710259	pv	1	4789432
105103_1	105103	4592708	1511710282	pv	1	4789432
105103_1	105103	3265162	1511710384	cart	1	4789432
105103_1	105103	2009621	1511710412	pv	1	4789432
105466_3	105466	3077270	1511826770	pv	3	982926
105466_3	105466	1541734	1511826865	pv	3	982926
105466_3	105466	3077270	1511826902	pv	3	982926
105466_3	105466	410974	1511826933	pv	3	2520377
107365_7	107365	636065	1512222994	pv	7	2422417
107365_7	107365	636065	1512229848	pv	7	2422417
107765_0	107765	4551045	1511567844	pv	0	2735466
107765_0	107765	2186395	1511585819	pv	0	4357323
107765_0	107765	3366072	1511585842	pv	0	2465336
107765_0	107765	347644	1511585881	pv	0	1320293
107765_0	107765	3366072	1511585887	pv	0	2465336
107765_0	107765	2521928	1511594920	pv	0	4801426
108587_2	108587	2842016	1511729424	pv	2	4756105
108587_2	108587	5119513	1511729518	cart	2	3277224
108587_2	108587	1783990	1511729896	cart	2	2013232
108587_2	108587	4876800	1511775637	cart	2	4801426
108587_2	108587	4168531	1511775668	pv	2	1080785
110464_7	110464	4542307	1512230067	pv	7	982926
110464_7	110464	4879988	1512230199	pv	7	2920476
11095_0	11095	1702430	1511565372	pv	0	4756105
11095_0	11095	1702430	1511565433	pv	0	4756105
11095_0	11095	332903	1511592249	pv	0	4756105
11095_0	11095	3591545	1511592252	pv	0	4756105
11095_0	11095	1448302	1511592264	pv	0	4756105
11095_0	11095	2683324	1511592272	pv	0	4756105
11095_0	11095	1253291	1511592281	fav	0	4756105
112581_5	112581	301639	1511996892	pv	5	2296439
112581_5	112581	301639	1511997243	cart	5	2296439
112581_5	112581	2161195	1512018289	pv	5	1567637
112581_5	112581	3844798	1512045417	cart	5	2529187
112581_5	112581	2199057	1512045866	pv	5	2033408
112581_5	112581	3182120	1512046093	cart	5	2033408
112581_5	112581	4302140	1512050237	pv	5	1080785
112581_5	112581	4302140	1512050427	pv	5	1080785
112581_5	112581	4302140	1512050608	cart	5	1080785
112581_5	112581	3650596	1512050742	pv	5	3607361
113441_4	113441	598644	1511925959	cart	4	4639855
113441_4	113441	3792982	1511925964	pv	4	2640118
113441_4	113441	4069291	1511942991	pv	4	2640118
113441_4	113441	4069291	1511943185	pv	4	2640118
115856_0	115856	3764175	1511583939	cart	0	3002561
115856_0	115856	929135	1511619843	pv	0	4801426
115856_0	115856	4705196	1511620165	pv	0	1879194
115856_0	115856	2177564	1511620580	pv	0	1879194
115856_0	115856	180945	1511620598	pv	0	1879194
115856_0	115856	622543	1511620735	pv	0	1879194
116927_7	116927	3913761	1512215901	pv	7	3002561
116927_7	116927	660318	1512216275	pv	7	3607361
116927_7	116927	1266498	1512216297	pv	7	3607361
117634_1	117634	65132	1511648916	pv	1	4643350
117634_1	117634	1992230	1511670114	pv	1	2465336
117634_1	117634	3791340	1511670202	pv	1	4690421
117696_1	117696	2379066	1511698088	pv	1	4145813
117696_1	117696	3299330	1511711762	cart	1	4801426
117696_1	117696	243862	1511711846	cart	1	4801426
117696_1	117696	2556201	1511711924	pv	1	4801426
118268_1	118268	4779368	1511697666	pv	1	4756105
118268_1	118268	4779368	1511697984	pv	1	4756105
118268_1	118268	4779368	1511698157	pv	1	4756105
119065_3	119065	2531012	1511818744	pv	3	3607361
119065_3	119065	2452444	1511819299	pv	3	982926
119065_3	119065	1477088	1511819556	cart	3	4874384
119810_7	119810	3335646	1512150634	pv	7	982926
119810_7	119810	2109870	1512205870	pv	7	2520377
119810_7	119810	1821028	1512205878	pv	7	4145813
119810_7	119810	2332916	1512205905	pv	7	2520377
121480_6	121480	1280072	1512092888	fav	6	1050007
121480_6	121480	1280072	1512092968	pv	6	1050007
121480_6	121480	1280072	1512093120	pv	6	1050007
121480_6	121480	3404554	1512135792	pv	6	2735466
121480_6	121480	904725	1512135821	pv	6	982926
121480_6	121480	3404554	1512135971	pv	6	2735466
121480_6	121480	4011417	1512136234	pv	6	1620537
121774_2	121774	4698791	1511753312	cart	2	411153
121774_2	121774	3415554	1511759373	pv	2	4173315
121963_6	121963	2032668	1512098845	pv	6	1080785
121963_6	121963	2032668	1512098901	pv	6	1080785
121963_6	121963	105055	1512100003	pv	6	1080785
121963_6	121963	3518750	1512138182	pv	6	4801426
121963_6	121963	2059658	1512138197	pv	6	4801426
121963_6	121963	4946821	1512138207	pv	6	4801426
121963_6	121963	3730	1512138223	pv	6	4801426
121963_6	121963	3874478	1512138703	pv	6	1320293
122218_6	122218	2261537	1512088724	pv	6	2321836
122218_6	122218	2957312	1512089616	cart	6	1851156
122218_6	122218	860870	1512107584	pv	6	1929875
122218_6	122218	1620217	1512107664	pv	6	904454
122218_6	122218	5013016	1512107813	cart	6	4462359
12247_7	12247	2874723	1512214953	pv	7	2355072
12247_7	12247	4258816	1512217226	pv	7	3738615
124578_4	124578	1958243	1511916718	pv	4	4159072
124578_4	124578	1448513	1511916759	pv	4	4159072
124578_4	124578	4454651	1511917077	pv	4	4159072
126502_6	126502	762418	1512125185	pv	6	3002561
126502_6	126502	4238648	1512125217	pv	6	411153
126502_6	126502	3681677	1512125316	pv	6	411153
126502_6	126502	3118095	1512125425	pv	6	2355072
126528_5	126528	4350735	1511982181	pv	5	1879194
126528_5	126528	1116579	1511982362	pv	5	1879194
126528_5	126528	4350735	1511982429	pv	5	1879194
126614_6	126614	372144	1512128590	pv	6	2640118
126614_6	126614	4735159	1512132034	pv	6	154040
126614_6	126614	3359276	1512132054	pv	6	2520377
126614_6	126614	3208885	1512132097	pv	6	3607361
126614_6	126614	4735159	1512132103	pv	6	154040
126870_2	126870	191131	1511753017	buy	2	4801426
126870_2	126870	67451	1511762409	pv	2	4801426
126870_2	126870	3877483	1511762776	pv	2	2096639
126870_2	126870	191131	1511774503	pv	2	4801426
126870_2	126870	1759977	1511784206	pv	2	235534
126870_2	126870	5073641	1511787010	pv	2	883960
1271_2	1271	4205758	1511766739	pv	2	102272
1271_2	1271	213747	1511767412	buy	2	1464116
127743_5	127743	2055731	1511971870	pv	5	1320293
127743_5	127743	5139352	1511971899	pv	5	982926
127743_5	127743	4400371	1511972115	pv	5	3607361
127743_5	127743	3015046	1511972463	pv	5	3607361
127743_5	127743	1792687	1511972506	pv	5	982926
127743_5	127743	1982284	1511973403	pv	5	982926
127743_5	127743	3139392	1511973436	pv	5	982926
127743_5	127743	1282695	1511973681	pv	5	982926
127743_5	127743	3873091	1511973706	pv	5	1879194
127743_5	127743	894785	1511973909	cart	5	1879194
127743_5	127743	2883785	1511974074	pv	5	982926
130085_7	130085	952390	1512208536	pv	7	4145813
130085_7	130085	2818406	1512208971	pv	7	982926
131064_2	131064	2996051	1511746108	pv	2	3702593
131064_2	131064	1164931	1511746151	pv	2	3138705
131064_2	131064	4794129	1511746208	pv	2	3702593
131064_2	131064	3465586	1511746284	pv	2	411153
131064_2	131064	4732301	1511746309	pv	2	2355072
131064_2	131064	771024	1511746327	pv	2	1943989
131064_2	131064	624766	1511746434	pv	2	3607361
131064_2	131064	1210675	1511746439	pv	2	3524510
131064_2	131064	4132679	1511746517	pv	2	982926
131064_2	131064	17258	1511746585	pv	2	2355072
131064_2	131064	4309120	1511746875	pv	2	3738615
131064_2	131064	1741841	1511746890	pv	2	846990
131064_2	131064	924250	1511748245	pv	2	2355072
131064_2	131064	924250	1511748410	pv	2	2355072
131064_2	131064	535872	1511748686	pv	2	1467750
131064_2	131064	3333944	1511748727	pv	2	1817004
131064_2	131064	3419912	1511748975	pv	2	2465336
131064_2	131064	2204691	1511749395	pv	2	3738615
131064_2	131064	3293183	1511749456	pv	2	4022701
131064_2	131064	4781057	1511749499	pv	2	411153
131064_2	131064	3348496	1511756100	pv	2	3702593
131064_2	131064	193687	1511756109	pv	2	3738615
131064_2	131064	1245573	1511756143	pv	2	2355072
131064_2	131064	3351269	1511756163	pv	2	3607361
131419_2	131419	1022096	1511720481	pv	2	4159072
131419_2	131419	1022096	1511720579	pv	2	4159072
131419_2	131419	74220	1511742588	pv	2	2806049
131478_7	131478	924684	1512225951	pv	7	903809
131478_7	131478	140247	1512225996	pv	7	903809
131478_7	131478	924684	1512226117	buy	7	903809
131478_7	131478	140247	1512226177	pv	7	903809
131478_7	131478	924684	1512226211	pv	7	903809
131478_7	131478	140247	1512226285	pv	7	903809
131478_7	131478	924684	1512226305	pv	7	903809
131478_7	131478	140247	1512226363	buy	7	903809
131478_7	131478	5019106	1512226537	pv	7	1299190
131478_7	131478	140247	1512226896	cart	7	903809
132431_7	132431	943975	1512178446	pv	7	4801426
132431_7	132431	544849	1512178551	pv	7	4672807
132431_7	132431	600756	1512178607	pv	7	2228184
132431_7	132431	3043906	1512198399	cart	7	4145813
132431_7	132431	943975	1512198874	pv	7	4801426
132431_7	132431	3043906	1512215670	pv	7	4145813
132431_7	132431	4016572	1512215703	pv	7	4217906
132807_3	132807	292470	1511824215	pv	3	4145813
132807_3	132807	435427	1511824226	pv	3	4145813
132807_3	132807	4953441	1511824243	pv	3	4145813
132807_3	132807	118466	1511824270	pv	3	4145813
132807_3	132807	2565069	1511824293	pv	3	4145813
132807_3	132807	1876212	1511824565	pv	3	4801426
132807_3	132807	2019433	1511824570	pv	3	1080785
132807_3	132807	3929550	1511864060	fav	3	4145813
132807_3	132807	3929550	1511864076	pv	3	4145813
132807_3	132807	3929550	1511864098	pv	3	4145813
132954_5	132954	141437	1512001288	fav	5	3898483
132954_5	132954	141437	1512001303	pv	5	3898483
132954_5	132954	3796162	1512008497	fav	5	3607361
132954_5	132954	815929	1512008647	fav	5	3607361
132954_5	132954	1978262	1512026763	pv	5	672001
132954_5	132954	1978262	1512026891	pv	5	672001
132954_5	132954	1978262	1512027118	pv	5	672001
132954_5	132954	1978262	1512027525	pv	5	672001
132954_5	132954	1978262	1512027653	pv	5	672001
132954_5	132954	1978262	1512027741	pv	5	672001
132954_5	132954	1098708	1512027911	pv	5	3002561
132954_5	132954	1978262	1512027931	pv	5	672001
132954_5	132954	2059945	1512027939	pv	5	4801426
132954_5	132954	3256362	1512027963	pv	5	2465336
132954_5	132954	1000301	1512027973	pv	5	570735
132954_5	132954	1978262	1512028096	pv	5	672001
132954_5	132954	1978262	1512028190	pv	5	672001
132954_5	132954	261976	1512028359	pv	5	4244487
132954_5	132954	1978262	1512028433	pv	5	672001
132954_5	132954	1978262	1512028485	pv	5	672001
132954_5	132954	2724187	1512028519	pv	5	65362
132954_5	132954	1978262	1512028534	pv	5	672001
132954_5	132954	1978262	1512028558	pv	5	672001
132954_5	132954	600756	1512028624	pv	5	2228184
132954_5	132954	3454329	1512031481	pv	5	1265358
132954_5	132954	2457387	1512031524	pv	5	1820842
132954_5	132954	215983	1512031756	pv	5	384755
132954_5	132954	2190054	1512044854	cart	5	4244487
132954_5	132954	4696605	1512047122	pv	5	3002561
132954_5	132954	4712343	1512047202	pv	5	3002561
132954_5	132954	4189417	1512047242	pv	5	4145813
132954_5	132954	1792750	1512047272	pv	5	3002561
132954_5	132954	1446218	1512047524	pv	5	4217906
132954_5	132954	1520382	1512047552	fav	5	4217906
132954_5	132954	2190054	1512047575	pv	5	4244487
135259_4	135259	5073641	1511931420	pv	4	883960
135259_4	135259	5073641	1511931886	pv	4	883960
135259_4	135259	2887571	1511932082	fav	4	4690421
135538_5	135538	4895748	1512029061	pv	5	2520377
135538_5	135538	932794	1512029280	pv	5	2735466
135583_5	135583	4697995	1512024562	pv	5	411153
135583_5	135583	1208230	1512043613	pv	5	1530704
135583_5	135583	1208230	1512043684	pv	5	1530704
136070_3	136070	3406537	1511846623	fav	3	2939262
136070_3	136070	5130056	1511846653	pv	3	2939262
136070_3	136070	5130056	1511848611	fav	3	2939262
136070_3	136070	3292450	1511853071	pv	3	2939262
136070_3	136070	5130056	1511858918	pv	3	2939262
136070_3	136070	3292450	1511859281	fav	3	2939262
136070_3	136070	3292450	1511859871	pv	3	2939262
136070_3	136070	3292450	1511860582	buy	3	2939262
136070_3	136070	2974129	1511861061	pv	3	1464116
136070_3	136070	3292450	1511875478	pv	3	2939262
138103_6	138103	138964	1512085584	pv	6	3607361
138103_6	138103	4599506	1512104348	pv	6	982926
138103_6	138103	2010880	1512123275	pv	6	2355072
139335_3	139335	4468722	1511827331	pv	3	3102419
139335_3	139335	4271873	1511827453	buy	3	2735466
139335_3	139335	1447964	1511830318	pv	3	4145813
139335_3	139335	1624042	1511830462	pv	3	2885642
139335_3	139335	2368831	1511830483	pv	3	2885642
139335_3	139335	2017420	1511882253	cart	3	2815065
139335_3	139335	4611345	1511882546	pv	3	155172
140955_7	140955	1818928	1512172338	pv	7	4756105
140955_7	140955	3330337	1512172403	pv	7	4756105
140955_7	140955	2899675	1512172416	pv	7	3189162
140955_7	140955	303311	1512172461	pv	7	1080785
140955_7	140955	3653625	1512172546	cart	7	1817004
140955_7	140955	4911839	1512172610	pv	7	4756105
140955_7	140955	3269664	1512172642	pv	7	4069500
140955_7	140955	1275312	1512173190	pv	7	4756105
140955_7	140955	812879	1512173289	pv	7	4756105
140955_7	140955	1419243	1512173322	pv	7	4756105
140955_7	140955	4781883	1512173429	pv	7	4756105
140955_7	140955	68814	1512173507	pv	7	4756105
140955_7	140955	779670	1512194591	pv	7	2465336
140955_7	140955	3378747	1512194603	pv	7	4756105
140955_7	140955	979816	1512194669	pv	7	2355072
140955_7	140955	812379	1512194713	pv	7	3607361
140955_7	140955	331318	1512194776	cart	7	4756105
140955_7	140955	1691993	1512194786	pv	7	3607361
140955_7	140955	1453355	1512194794	pv	7	154040
140955_7	140955	829192	1512194847	pv	7	2355072
140955_7	140955	3908819	1512205927	pv	7	3607361
140955_7	140955	4002639	1512206099	pv	7	1787510
140955_7	140955	3149017	1512206150	pv	7	1787510
140955_7	140955	3149017	1512206351	pv	7	1787510
140955_7	140955	331318	1512213385	pv	7	4756105
140955_7	140955	4196699	1512213789	pv	7	2355072
140955_7	140955	845856	1512216628	pv	7	3189162
140955_7	140955	1427653	1512216649	pv	7	3607361
140955_7	140955	4715088	1512216670	pv	7	2355072
140955_7	140955	3166429	1512216690	pv	7	2926020
140955_7	140955	4110132	1512216695	pv	7	3189162
140955_7	140955	2010336	1512216701	pv	7	4756105
140955_7	140955	3111522	1512216708	pv	7	4606718
140955_7	140955	1419243	1512221694	pv	7	4756105
140955_7	140955	1275312	1512221710	pv	7	4756105
140955_7	140955	4203863	1512221723	pv	7	4756105
140955_7	140955	3246733	1512221737	pv	7	4756105
140955_7	140955	3211132	1512221779	pv	7	4756105
140955_7	140955	1275312	1512221833	pv	7	4756105
140955_7	140955	4781883	1512221909	pv	7	4756105
140955_7	140955	3178731	1512221959	pv	7	4756105
141876_2	141876	4758086	1511758649	pv	2	2982027
141876_2	141876	3868996	1511758689	pv	2	3607361
141876_2	141876	17779	1511760375	pv	2	4756105
141876_2	141876	4758086	1511760876	pv	2	2982027
141876_2	141876	3075936	1511761352	pv	2	2735466
141876_2	141876	3441873	1511767706	pv	2	3607361
141876_2	141876	1767015	1511767738	pv	2	3607361
141876_2	141876	899782	1511788461	pv	2	3607361
141876_2	141876	907979	1511788479	pv	2	3607361
141876_2	141876	723288	1511788524	pv	2	3607361
141876_2	141876	68814	1511789502	pv	2	4756105
141876_2	141876	4831712	1511789787	pv	2	4756105
141876_2	141876	2370982	1511789968	pv	2	3607361
141876_2	141876	285587	1511790075	pv	2	4173315
141876_2	141876	4720298	1511790087	pv	2	4756105
141876_2	141876	4720298	1511790107	pv	2	4756105
141876_2	141876	4124021	1511790155	pv	2	3607361
141876_2	141876	3508368	1511790227	pv	2	2520377
141876_2	141876	2666667	1511790259	pv	2	2920476
141876_2	141876	4907318	1511790445	pv	2	411153
142809_1	142809	812879	1511664331	pv	1	4756105
142809_1	142809	59883	1511664642	pv	1	4818107
142809_1	142809	2522700	1511664861	pv	1	4633953
142809_1	142809	156814	1511664972	pv	1	4919077
142809_1	142809	1809699	1511664999	pv	1	4633953
142809_1	142809	2161188	1511665190	pv	1	3807763
142809_1	142809	1008144	1511665311	pv	1	4633953
142809_1	142809	4622270	1511665352	pv	1	1906712
142809_1	142809	3701586	1511665481	pv	1	2247787
142809_1	142809	2829056	1511665960	pv	1	1061857
142809_1	142809	807330	1511667184	pv	1	3607361
142809_1	142809	4382786	1511668518	pv	1	4145813
142809_1	142809	709514	1511668715	pv	1	3607361
142809_1	142809	1817983	1511668726	pv	1	3607361
142809_1	142809	3805932	1511668866	pv	1	2465336
142809_1	142809	4220915	1511669390	pv	1	3607361
142809_1	142809	1324902	1511670563	pv	1	4170419
142809_1	142809	2235987	1511686123	pv	1	1320293
142809_1	142809	1546274	1511687753	pv	1	4145813
142809_1	142809	767027	1511704747	pv	1	3607361
142809_1	142809	3554401	1511705148	pv	1	982926
142809_1	142809	1324902	1511705185	pv	1	4170419
143402_0	143402	5106953	1511614913	pv	0	1834026
143402_0	143402	403950	1511615271	cart	0	1834026
143743_5	143743	2400640	1512035284	pv	5	1040727
143743_5	143743	197592	1512035589	pv	5	238434
143743_5	143743	1584550	1512035663	pv	5	339305
143743_5	143743	2279428	1512036111	pv	5	2303546
143743_5	143743	2511043	1512036136	pv	5	238434
143743_5	143743	3308530	1512036194	fav	5	2572604
143743_5	143743	476981	1512036236	pv	5	4928116
144038_6	144038	1242478	1512057663	pv	6	4145813
144038_6	144038	2678768	1512057860	pv	6	4358294
144038_6	144038	2161188	1512058026	pv	6	3807763
144521_3	144521	3850265	1511881263	pv	3	2014414
144521_3	144521	4235040	1511881295	pv	3	2014414
144521_3	144521	3850265	1511881305	pv	3	2014414
144521_3	144521	1751471	1511882617	pv	3	4915680
144521_3	144521	4946105	1511882693	pv	3	4894095
145177_1	145177	1442256	1511661959	pv	1	4756105
145177_1	145177	3704297	1511662729	cart	1	4756105
145374_2	145374	4475249	1511776836	pv	2	4022701
145374_2	145374	3590653	1511777004	pv	2	4022701
146100_0	146100	3597349	1511575717	pv	0	2033408
146100_0	146100	3681869	1511575788	pv	0	2033408
146100_0	146100	2199057	1511575890	pv	0	2033408
146100_0	146100	2583697	1511575961	pv	0	2033408
146100_0	146100	3597349	1511576049	pv	0	2033408
146100_0	146100	1211530	1511610132	pv	0	2355072
146100_0	146100	714796	1511622822	pv	0	3776866
147347_6	147347	3884104	1512088841	pv	6	4756105
147347_6	147347	1636552	1512089840	pv	6	1879194
147347_6	147347	4042521	1512091276	pv	6	1320293
147497_1	147497	3441672	1511640594	pv	1	2735466
147497_1	147497	1883901	1511641034	cart	1	2735466
147497_1	147497	3294381	1511658067	cart	1	903809
147497_1	147497	5038600	1511664286	pv	1	982926
147497_1	147497	3028415	1511667116	pv	1	2520771
147497_1	147497	1120189	1511697909	pv	1	3010483
148411_5	148411	2460288	1512003873	pv	5	2735466
148411_5	148411	2800365	1512004989	pv	5	3002561
148411_5	148411	1854236	1512005006	pv	5	2735466
148411_5	148411	3122676	1512005068	pv	5	2030976
148411_5	148411	3850423	1512005111	pv	5	4756105
148411_5	148411	1444258	1512005236	pv	5	2735466
148411_5	148411	3529265	1512030740	pv	5	4801426
148411_5	148411	1888202	1512030946	pv	5	4801426
148411_5	148411	2094622	1512048147	cart	5	2520771
148411_5	148411	2460288	1512048173	pv	5	2735466
148411_5	148411	3632087	1512048344	pv	5	1320293
148411_5	148411	3567151	1512048577	pv	5	2520771
148411_5	148411	2094622	1512048796	pv	5	2520771
148961_7	148961	3675318	1512179394	pv	7	4756105
148961_7	148961	3675318	1512189308	pv	7	4756105
148961_7	148961	5126867	1512189322	pv	7	4654786
148961_7	148961	5126867	1512193008	pv	7	4654786
148961_7	148961	5076029	1512220533	pv	7	1928278
148961_7	148961	5076029	1512220542	pv	7	1928278
148961_7	148961	895935	1512220554	pv	7	4181361
148961_7	148961	1917954	1512220561	pv	7	3002561
150139_2	150139	235759	1511771535	pv	2	4756105
150139_2	150139	3559988	1511772212	pv	2	4801426
150139_2	150139	2953172	1511772362	pv	2	4145813
150139_2	150139	2171512	1511772477	pv	2	3826089
151212_4	151212	4666754	1511915300	pv	4	154040
151212_4	151212	4919932	1511915472	cart	4	1080785
151212_4	151212	2942113	1511915507	pv	4	2465336
151212_4	151212	334011	1511931481	pv	4	3607361
151212_4	151212	2361268	1511931682	pv	4	4606718
151212_4	151212	4196699	1511931902	pv	4	2355072
154165_0	154165	747736	1511590430	pv	0	2520377
154165_0	154165	207396	1511591356	pv	0	1320293
154165_0	154165	1854569	1511591569	fav	0	2629787
154165_0	154165	1400268	1511591635	pv	0	2520377
154165_0	154165	4040492	1511591713	pv	0	1080785
154165_0	154165	3883433	1511591899	pv	0	2520377
154165_0	154165	1550369	1511613127	pv	0	2520377
154165_0	154165	3618369	1511613363	pv	0	4267003
154165_0	154165	747736	1511622106	pv	0	2520377
154165_0	154165	587013	1511622128	pv	0	2520377
154165_0	154165	2613331	1511622574	pv	0	2735466
154165_0	154165	2376561	1511622608	pv	0	2735466
154165_0	154165	4879988	1511623013	pv	0	2920476
154165_0	154165	2361660	1511623129	pv	0	2920476
154165_0	154165	3664537	1511623305	pv	0	4298656
154165_0	154165	2804448	1511623350	pv	0	4298656
154566_7	154566	2244435	1512228632	pv	7	2920476
154566_7	154566	2244435	1512228725	pv	7	2920476
154566_7	154566	5018349	1512228906	pv	7	384755
154566_7	154566	1345269	1512229147	pv	7	2352811
155364_5	155364	3371523	1512025837	pv	5	1859277
155364_5	155364	2367945	1512025838	pv	5	1859277
155364_5	155364	1591862	1512025844	pv	5	1320293
155364_5	155364	3371523	1512025908	pv	5	1859277
