SessionId	UserId	ItemId	Timestamp	BehaviorType	TimeId	CategoryId
7_4	7	57	1511965201	pv	4	1080785
7_4	7	57	1511965450	buy	4	1080785
8_7	8	58	1512174866	pv	7	149192
8_7	8	59	1512175765	pv	7	4756105
8_7	8	60	1512175811	pv	7	3664107
8_7	8	61	1512175936	pv	7	4217906
8_7	8	62	1512175951	pv	7	2735466
8_7	8	63	1512175958	pv	7	2735466
8_7	8	64	1512175998	pv	7	4217906
8_7	8	65	1512176011	pv	7	2735466
8_7	8	66	1512176053	pv	7	2735466
8_7	8	67	1512213262	pv	7	4217906
8_7	8	68	1512213291	pv	7	2303546
8_7	8	69	1512213309	pv	7	149192
8_7	8	70	1512213352	pv	7	2355072
8_7	8	71	1512213373	pv	7	4818107
8_7	8	72	1512213533	pv	7	3015852
8_7	8	73	1512213614	pv	7	2735466
8_7	8	74	1512214287	pv	7	2297500
9_6	9	75	1512094308	pv	6	1879194
9_6	9	76	1512118855	pv	6	3004853
10_6	10	77	1512087118	pv	6	883960
10_6	10	78	1512087133	pv	6	4217906
10_6	10	79	1512094177	pv	6	3607361
10_6	10	80	1512128289	pv	6	4697972
10_6	10	81	1512128309	pv	6	3398567
11_6	11	82	1512089942	pv	6	1029459
11_6	11	83	1512089973	pv	6	3738615
11_6	11	84	1512089988	pv	6	4022701
11_6	11	85	1512094579	pv	6	4022701
11_6	11	86	1512094587	pv	6	381850
11_6	11	87	1512095067	pv	6	381850
11_6	11	88	1512095488	pv	6	381850
11_6	11	87	1512095489	pv	6	381850
11_6	11	89	1512095530	pv	6	2640118
11_6	11	87	1512095647	buy	6	381850
11_6	11	90	1512097282	pv	6	3189162
11_6	11	91	1512111312	pv	6	4804883
11_6	11	92	1512111433	pv	6	1216617
11_6	11	93	1512111637	pv	6	3607361
11_6	11	94	1512111667	pv	6	1320293
11_6	11	95	1512111683	pv	6	3607361
11_6	11	96	1512113447	pv	6	3607361
12_2	12	97	1511762466	pv	2	4919077
12_2	12	98	1511762727	cart	2	3774512
12_2	12	99	1511768137	cart	2	4145813
13_4	13	100	1511966178	pv	4	1299190
13_4	13	101	1511970370	pv	4	1299190
14_5	14	102	1512056400	pv	5	2096639
14_5	14	103	1512056816	pv	5	2096639
15_6	15	104	1512124290	pv	6	2735466
15_6	15	105	1512124462	pv	6	2735466
15_6	15	106	1512124526	pv	6	4756105
15_6	15	107	1512139794	pv	6	4756105
15_6	15	108	1512140627	pv	6	4357323
16_0	16	109	1511540493	pv	0	2355072
16_0	16	110	1511540513	pv	0	149192
16_0	16	111	1511540519	pv	0	2355072
16_0	16	20	1511540543	pv	0	2355072
16_0	16	112	1511540782	pv	0	2355072
16_0	16	113	1511583668	pv	0	2520377
16_0	16	114	1511583714	fav	0	2355072
16_0	16	115	1511583741	fav	0	149192
16_0	16	116	1511583790	pv	0	2355072
16_0	16	117	1511583951	pv	0	883960
16_0	16	118	1511584035	pv	0	965809
17_4	17	119	1511915523	pv	4	1464116
17_4	17	120	1511915551	pv	4	1464116
17_4	17	121	1511950520	pv	4	883960
18_2	18	122	1511744811	pv	2	4756105
18_2	18	123	1511745606	pv	2	4756105
18_2	18	124	1511745651	pv	2	4756105
19_3	19	125	1511841374	pv	3	3328511
19_3	19	126	1511851547	pv	3	3208959
19_3	19	127	1511882206	pv	3	2725426
20_2	20	128	1511768620	buy	2	4801426
20_2	20	129	1511769408	pv	2	4159072
20_2	20	130	1511769838	pv	2	1575622
20_2	20	131	1511770124	pv	2	3002561
20_2	20	132	1511770129	pv	2	3002561
20_2	20	133	1511771764	pv	2	4756105
20_2	20	134	1511771895	pv	2	1575622
20_2	20	134	1511781804	cart	2	1575622
21_5	21	135	1512042672	pv	5	2748804
21_5	21	136	1512042793	pv	5	1615537
21_5	21	135	1512043092	pv	5	2748804
22_2	22	137	1511738769	pv	2	2736436
22_2	22	138	1511738783	pv	2	2736436
22_2	22	139	1511738806	pv	2	2736436
22_2	22	140	1511738862	pv	2	2736436
22_2	22	141	1511738975	pv	2	1631778
23_4	23	142	1511930678	pv	4	4756105
23_4	23	143	1511930704	cart	4	4756105
23_4	23	144	1511930783	cart	4	982926
23_4	23	145	1511930859	pv	4	4217906
23_4	23	146	1511961918	pv	4	982926
23_4	23	147	1511966646	pv	4	1587961
23_4	23	148	1511966778	pv	4	3879308
23_4	23	149	1511966809	pv	4	3879308
23_4	23	147	1511967007	pv	4	1587961
23_4	23	147	1511967465	pv	4	1587961
23_4	23	150	1511967570	pv	4	2130314
23_4	23	147	1511967839	pv	4	1587961
23_4	23	148	1511967867	pv	4	3879308
23_4	23	148	1511968688	pv	4	3879308
24_2	24	151	1511758985	pv	2	411153
24_2	24	152	1511759066	pv	2	411153
24_2	24	153	1511759074	pv	2	1817004
24_2	24	154	1511770980	pv	2	149192
24_2	24	155	1511771023	pv	2	149192
24_2	24	154	1511788637	pv	2	149192
24_2	24	156	1511789045	pv	2	4801426
24_2	24	154	1511789154	pv	2	149192
24_2	24	157	1511789471	pv	2	149192
25_5	25	158	1511971202	pv	5	1575622
25_5	25	159	1511971407	pv	5	1575622
25_5	25	158	1511971833	pv	5	1575622
25_5	25	158	1511972139	pv	5	1575622
25_5	25	160	1511972512	pv	5	3607361
25_5	25	161	1511972596	pv	5	3607361
25_5	25	162	1511972604	pv	5	4756105
25_5	25	163	1511972656	pv	5	1320293
25_5	25	161	1511972723	pv	5	3607361
25_5	25	160	1511972897	pv	5	3607361
25_5	25	159	1512002396	pv	5	1575622
25_5	25	158	1512002543	pv	5	1575622
25_5	25	134	1512004433	pv	5	1575622
25_5	25	164	1512004455	pv	5	1575622
25_5	25	165	1512005165	pv	5	4756105
25_5	25	166	1512005243	pv	5	4756105
25_5	25	165	1512029246	pv	5	4756105
25_5	25	167	1512043637	pv	5	3607361
25_5	25	166	1512043640	pv	5	4756105
25_5	25	168	1512043659	pv	5	2355072
25_5	25	169	1512043671	pv	5	4756105
26_1	26	170	1511680196	pv	1	3253210
26_1	26	171	1511689428	pv	1	4170419
26_1	26	172	1511689446	pv	1	3253210
26_1	26	173	1511689449	pv	1	3253210
26_1	26	172	1511689452	pv	1	3253210
26_1	26	170	1511689457	pv	1	3253210
26_1	26	172	1511689461	pv	1	3253210
26_1	26	174	1511706022	cart	1	411153
27_3	27	175	1511863456	pv	3	2735466
27_3	27	176	1511878045	cart	3	4789432
28_0	28	177	1511572701	pv	0	4145813
28_0	28	178	1511573118	pv	0	4145813
28_0	28	178	1511591269	pv	0	4145813
28_0	28	179	1511591359	pv	0	4145813
29_3	29	180	1511802298	pv	3	2572604
29_3	29	181	1511855825	pv	3	863775
29_3	29	182	1511855979	pv	3	2572604
30_2	30	183	1511739734	pv	2	2520377
30_2	30	184	1511747445	pv	2	3274258
30_2	30	184	1511747714	pv	2	3274258
30_2	30	184	1511757841	cart	2	3274258
30_2	30	185	1511775742	pv	2	1102540
31_3	31	186	1511877402	pv	3	3607361
31_3	31	187	1511877762	pv	3	4756105
31_3	31	188	1511877861	pv	3	4756105
32_7	32	189	1512198255	pv	7	4756105
32_7	32	190	1512216786	pv	7	4756105
32_7	32	189	1512217049	buy	7	4756105
33_0	33	191	1511594523	pv	0	2982027
33_0	33	192	1511594586	pv	0	2982027
33_0	33	193	1511610477	pv	0	2297500
34_6	34	194	1512137223	pv	6	2885642
34_6	34	195	1512137791	pv	6	4145813
34_6	34	196	1512137882	pv	6	149192
34_6	34	197	1512138008	pv	6	2355072
34_6	34	198	1512138056	pv	6	4756105
34_6	34	199	1512138326	pv	6	3277224
35_3	35	200	1511866020	pv	3	4135836
35_3	35	201	1511879151	pv	3	1080785
35_3	35	202	1511879172	pv	3	1080785
35_3	35	201	1511879218	pv	3	1080785
35_3	35	203	1511879253	pv	3	2355072
35_3	35	204	1511879274	pv	3	1080785
35_3	35	201	1511879309	pv	3	1080785
35_3	35	205	1511879322	pv	3	4756105
35_3	35	206	1511879731	pv	3	1080785
35_3	35	207	1511880238	pv	3	982926
35_3	35	208	1511880446	pv	3	1080785
36_4	36	209	1511942634	pv	4	4756105
36_4	36	210	1511942719	cart	4	4756105
36_4	36	211	1511956264	cart	4	982926
36_4	36	212	1511956279	pv	4	1320293
36_4	36	211	1511956283	pv	4	982926
36_4	36	212	1511956285	pv	4	1320293
36_4	36	213	1511963087	pv	4	1320293
36_4	36	214	1511967077	pv	4	2355072
37_4	37	215	1511957478	pv	4	2465336
37_4	37	216	1511958042	pv	4	4756105
37_4	37	217	1511958080	pv	4	4756105
37_4	37	215	1511958247	pv	4	2465336
37_4	37	218	1511958336	pv	4	4756105
37_4	37	219	1511960098	fav	4	4756105
37_4	37	220	1511960131	pv	4	4756105
37_4	37	221	1511960144	pv	4	4756105
37_4	37	222	1511960207	pv	4	4756105
37_4	37	223	1511961247	pv	4	3720767
37_4	37	224	1511961359	pv	4	3720767
38_7	38	225	1512186717	pv	7	1464116
38_7	38	226	1512186732	pv	7	4801426
38_7	38	227	1512186771	pv	7	2735466
38_7	38	228	1512186778	pv	7	4145813
39_4	39	229	1511938350	pv	4	3371868
39_4	39	230	1511938749	cart	4	3371868
39_4	39	230	1511941243	pv	4	3371868
40_5	40	231	1512025808	pv	5	1859277
40_5	40	232	1512025809	pv	5	1859277
40_5	40	233	1512025815	pv	5	1320293
40_5	40	234	1512031479	pv	5	570735
40_5	40	235	1512031534	pv	5	4217906
40_5	40	236	1512031604	pv	5	4690421
40_5	40	237	1512031628	pv	5	2355072
40_5	40	238	1512050411	pv	5	3652646
41_5	41	239	1512055499	pv	5	3607361
41_5	41	240	1512055532	pv	5	3607361
41_5	41	241	1512055747	pv	5	982926
41_5	41	242	1512055840	cart	5	2355072
41_5	41	243	1512055858	pv	5	2355072
42_5	42	244	1512045245	cart	5	4756105
42_5	42	245	1512045661	cart	5	4756105
43_6	43	246	1512108889	pv	6	4163659
43_6	43	247	1512116727	pv	6	2858794
44_0	44	248	1511617144	pv	0	4357323
44_0	44	249	1511617234	pv	0	4357323
45_2	45	250	1511768610	pv	2	982926
45_2	45	251	1511793918	cart	2	982926
46_6	46	252	1512105283	pv	6	3607361
46_6	46	253	1512105401	pv	6	344833
46_6	46	254	1512105575	pv	6	4358294
46_6	46	255	1512106024	buy	6	4145813
46_6	46	256	1512106243	pv	6	2188684
46_6	46	257	1512106916	pv	6	4145813
47_3	47	258	1511838020	pv	3	2640118
47_3	47	259	1511854959	cart	3	2640118
47_3	47	259	1511855162	pv	3	2640118
48_7	48	260	1512179924	pv	7	2640118
48_7	48	261	1512180015	pv	7	4801426
48_7	48	262	1512180091	pv	7	2640118
48_7	48	262	1512180168	pv	7	2640118
49_4	49	263	1511923226	pv	4	154040
49_4	49	264	1511923237	pv	4	4217906
49_4	49	265	1511923915	pv	4	154040
49_4	49	266	1511924014	pv	4	4217906
50_0	50	267	1511572653	pv	0	2355072
50_0	50	268	1511572673	pv	0	4801426
50_0	50	269	1511572688	pv	0	4801426
51_6	51	270	1512095747	pv	6	4801426
51_6	51	271	1512095783	pv	6	4801426
51_6	51	272	1512095864	pv	6	4801426
51_6	51	273	1512095917	pv	6	4801426
51_6	51	274	1512096219	pv	6	4801426
51_6	51	275	1512096338	pv	6	4801426
51_6	51	276	1512096580	pv	6	4801426
51_6	51	270	1512111544	pv	6	4801426
51_6	51	277	1512111556	pv	6	4801426
51_6	51	278	1512115701	pv	6	4217906
51_6	51	278	1512116215	pv	6	4217906
51_6	51	279	1512117457	pv	6	4801426
51_6	51	280	1512117785	pv	6	4801426
51_6	51	281	1512117829	pv	6	4801426
51_6	51	282	1512117866	pv	6	4217906
51_6	51	283	1512117899	pv	6	570735
51_6	51	284	1512135363	pv	6	4801426
51_6	51	285	1512135373	pv	6	4801426
51_6	51	286	1512135404	pv	6	4801426
51_6	51	287	1512135464	pv	6	4801426
52_2	52	288	1511750724	cart	2	4756105
52_2	52	289	1511750846	pv	2	3607361
52_2	52	290	1511750872	pv	2	3607361
52_2	52	291	1511753210	pv	2	4756105
52_2	52	292	1511753274	pv	2	3607361
52_2	52	293	1511753304	pv	2	4756105
52_2	52	294	1511753320	pv	2	4756105
52_2	52	295	1511754337	buy	2	3607361
52_2	52	295	1511791769	pv	2	3607361
52_2	52	296	1511791855	pv	2	3607361
52_2	52	295	1511791892	pv	2	3607361
52_2	52	297	1511792628	pv	2	4756105
52_2	52	298	1511792649	pv	2	3607361
52_2	52	299	1511792685	pv	2	3607361
52_2	52	295	1511792975	pv	2	3607361
53_7	53	300	1512197686	pv	7	4697972
53_7	53	300	1512198980	pv	7	4697972
53_7	53	301	1512226072	pv	7	3738615
54_5	54	302	1512006948	pv	5	4756105
54_5	54	303	1512007026	pv	5	4181361
54_5	54	304	1512007153	pv	5	4181361
54_5	54	305	1512007359	pv	5	4181361
54_5	54	304	1512007604	buy	5	4181361
54_5	54	306	1512007629	pv	5	1567637
54_5	54	307	1512042777	pv	5	235534
54_5	54	308	1512043884	pv	5	1567637
54_5	54	26	1512043957	pv	5	149192
54_5	54	309	1512044398	pv	5	4145813
54_5	54	310	1512046304	pv	5	149192
54_5	54	311	1512046357	pv	5	1320293
54_5	54	312	1512046443	pv	5	4801426
54_5	54	313	1512046461	pv	5	1320293
54_5	54	314	1512046574	pv	5	154040
54_5	54	315	1512046591	pv	5	2355072
54_5	54	316	1512046700	pv	5	2355072
54_5	54	317	1512046737	pv	5	4756105
54_5	54	318	1512046769	pv	5	154040
54_5	54	319	1512046795	pv	5	3607361
55_0	55	320	1511580326	pv	0	3398567
55_0	55	321	1511581041	pv	0	3398567
55_0	55	320	1511581144	pv	0	3398567
55_0	55	320	1511592048	pv	0	3398567
55_0	55	320	1511592122	pv	0	3398567
55_0	55	322	1511592506	pv	0	1879194
55_0	55	323	1511592580	pv	0	3398567
55_0	55	320	1511592602	pv	0	3398567
55_0	55	323	1511593265	pv	0	3398567
55_0	55	324	1511594247	fav	0	4385918
55_0	55	324	1511598007	pv	0	4385918
55_0	55	324	1511600333	pv	0	4385918
55_0	55	324	1511615452	pv	0	4385918
55_0	55	324	1511616412	pv	0	4385918
56_5	56	325	1512017083	pv	5	1320293
56_5	56	326	1512017253	pv	5	2355072
56_5	56	325	1512017580	pv	5	1320293
57_6	57	327	1512060563	pv	6	982926
57_6	57	328	1512061567	pv	6	3607361
57_6	57	329	1512073164	pv	6	4756105
57_6	57	330	1512073182	pv	6	4756105
57_6	57	331	1512073276	pv	6	2355072
57_6	57	332	1512073342	pv	6	3607361
57_6	57	333	1512073362	pv	6	3607361
57_6	57	334	1512073370	pv	6	3607361
57_6	57	335	1512074885	pv	6	149192
57_6	57	336	1512075581	pv	6	2465336
57_6	57	337	1512075608	pv	6	3607361
57_6	57	338	1512075960	pv	6	4756105
57_6	57	339	1512092124	pv	6	3607361
57_6	57	340	1512092302	pv	6	1859277
57_6	57	341	1512092383	pv	6	1859277
57_6	57	342	1512112639	pv	6	3607361
57_6	57	343	1512127775	cart	6	3607361
58_1	58	344	1511686882	pv	1	2096639
58_1	58	345	1511687239	pv	1	2096639
59_7	59	346	1512180167	pv	7	1349561
59_7	59	347	1512180194	pv	7	1320293
59_7	59	348	1512180302	pv	7	1349561
59_7	59	349	1512180314	pv	7	154040
59_7	59	350	1512211438	pv	7	4756105
60_1	60	351	1511630434	cart	1	3898483
60_1	60	352	1511631294	fav	1	4756105
60_1	60	351	1511631440	cart	1	3898483
61_6	61	353	1512057852	pv	6	982926
61_6	61	354	1512057872	pv	6	982926
61_6	61	355	1512057893	pv	6	982926
61_6	61	356	1512057956	pv	6	982926
61_6	61	357	1512076778	pv	6	2533863
61_6	61	358	1512130271	pv	6	1080785
61_6	61	359	1512130376	pv	6	1320293
61_6	61	360	1512130513	pv	6	4818107
62_4	62	361	1511932066	pv	4	4756105
62_4	62	362	1511933083	pv	4	4756105
62_4	62	363	1511933326	pv	4	4756105
62_4	62	364	1511934239	pv	4	4756105
62_4	62	365	1511934628	pv	4	3607361
62_4	62	366	1511964602	pv	4	4357323
63_7	63	367	1512221442	pv	7	4801426
63_7	63	368	1512221506	pv	7	4801426
63_7	63	369	1512221515	pv	7	4801426
63_7	63	370	1512221953	pv	7	2465336
63_7	63	371	1512222094	pv	7	4756105
63_7	63	215	1512222215	pv	7	2465336
63_7	63	372	1512222477	pv	7	982926
63_7	63	373	1512223368	pv	7	2355072
64_3	64	78	1511860133	pv	3	4217906
64_3	64	374	1511860143	pv	3	4801426
65_4	65	375	1511934013	pv	4	903809
65_4	65	376	1511934685	pv	4	3065645
66_0	66	377	1511591172	pv	0	2321836
66_0	66	378	1511618230	pv	0	4082778
67_4	67	379	1511917403	pv	4	4756105
67_4	67	142	1511917411	pv	4	4756105
67_4	67	380	1511963111	pv	4	982926
68_6	68	78	1512091302	pv	6	4217906
68_6	68	381	1512091374	pv	6	2920476
68_6	68	382	1512091462	pv	6	4217906
68_6	68	383	1512091568	pv	6	2735466
68_6	68	384	1512091581	pv	6	1320293
68_6	68	385	1512091688	pv	6	2355072
68_6	68	386	1512091691	pv	6	2920476
68_6	68	387	1512091698	pv	6	982926
68_6	68	388	1512091740	pv	6	2520377
68_6	68	389	1512091811	pv	6	2465336
68_6	68	390	1512091822	pv	6	149192
68_6	68	391	1512091843	pv	6	4217906
69_6	69	392	1512057905	pv	6	3607361
69_6	69	393	1512141008	pv	6	3607361
69_6	69	392	1512141071	pv	6	3607361
69_6	69	394	1512141148	pv	6	4756105
69_6	69	395	1512141200	pv	6	4756105
69_6	69	396	1512141306	pv	6	4756105
69_6	69	397	1512141460	pv	6	2735466
69_6	69	398	1512141471	pv	6	3738615
69_6	69	399	1512141493	pv	6	3738615
70_2	70	400	1511752452	pv	2	982926
70_2	70	401	1511763341	fav	2	982926
71_7	71	402	1512198656	pv	7	1789614
71_7	71	403	1512198664	pv	7	1789614
71_7	71	402	1512198884	pv	7	1789614
72_4	72	404	1511939508	fav	4	1817004
72_4	72	405	1511943830	pv	4	2735466
73_7	73	406	1512209305	pv	7	2355072
73_7	73	407	1512209977	pv	7	1320293
74_5	74	408	1512021784	cart	5	4145813
74_5	74	408	1512052249	pv	5	4145813
75_0	75	409	1511573195	pv	0	2640118
75_0	75	410	1511573219	pv	0	2920476
75_0	75	411	1511622918	pv	0	2640118
75_0	75	412	1511623032	pv	0	50601
75_0	75	413	1511623153	pv	0	3738615
75_0	75	414	1511623185	pv	0	2640118
76_0	76	415	1511569307	pv	0	1872294
76_0	76	416	1511569348	pv	0	1872294
76_0	76	417	1511569395	pv	0	1575622
76_0	76	418	1511574976	pv	0	4756105
76_0	76	419	1511575159	pv	0	4801426
76_0	76	420	1511595441	pv	0	2735466
76_0	76	421	1511595488	pv	0	4756105
76_0	76	422	1511595737	pv	0	4784134
76_0	76	423	1511596143	pv	0	1464116
76_0	76	424	1511596338	pv	0	2735466
76_0	76	425	1511596371	pv	0	2590256
76_0	76	426	1511596396	pv	0	4882154
76_0	76	427	1511596495	pv	0	1320293
76_0	76	428	1511596538	pv	0	4690421
76_0	76	429	1511596635	pv	0	4690421
76_0	76	422	1511598096	pv	0	4784134
76_0	76	430	1511598233	pv	0	4801426
76_0	76	431	1511598294	pv	0	4672807
76_0	76	346	1511598373	pv	0	1349561
76_0	76	432	1511598385	pv	0	4672807
76_0	76	433	1511598392	pv	0	4672807
76_0	76	434	1511599979	pv	0	4801426
76_0	76	348	1511600157	pv	0	1349561
76_0	76	104	1511600309	pv	0	2735466
76_0	76	420	1511600385	pv	0	2735466
76_0	76	420	1511600427	pv	0	2735466
76_0	76	435	1511611373	pv	0	3002561
76_0	76	436	1511611412	pv	0	1787510
76_0	76	437	1511612872	pv	0	4756105
76_0	76	438	1511613071	pv	0	3607361
76_0	76	439	1511613290	pv	0	2228184
76_0	76	440	1511613539	pv	0	2892802
76_0	76	441	1511613696	pv	0	3404739
77_0	77	442	1511575408	pv	0	2520377
77_0	77	77	1511575418	pv	0	883960
77_0	77	443	1511575498	pv	0	4217906
77_0	77	444	1511575531	cart	0	2355072
77_0	77	445	1511575541	cart	0	1320293
77_0	77	446	1511575609	pv	0	2520377
77_0	77	447	1511575617	pv	0	1320293
77_0	77	448	1511575695	pv	0	1080785
78_3	78	449	1511830088	cart	3	4756105
78_3	78	450	1511830130	pv	3	4756105
78_3	78	451	1511830603	pv	3	4756105
78_3	78	452	1511830688	pv	3	4756105
78_3	78	453	1511845157	pv	3	4756105
78_3	78	116	1511853753	pv	3	2355072
79_4	79	454	1511923208	pv	4	4145813
79_4	79	455	1511923472	cart	4	2465336
79_4	79	456	1511923911	cart	4	4181361
79_4	79	457	1511957948	cart	4	3720767
79_4	79	458	1511958400	pv	4	4756105
79_4	79	459	1511958742	pv	4	570735
79_4	79	459	1511958762	pv	4	570735
80_1	80	460	1511687504	pv	1	3607361
80_1	80	461	1511687732	pv	1	4756105
80_1	80	462	1511687915	pv	1	3607361
80_1	80	463	1511688425	pv	1	4756105
80_1	80	464	1511688623	pv	1	3607361
80_1	80	465	1511688734	pv	1	2355072
80_1	80	466	1511688743	pv	1	2355072
80_1	80	467	1511688762	pv	1	2355072
80_1	80	468	1511688888	pv	1	2355072
80_1	80	469	1511688895	pv	1	2355072
80_1	80	470	1511688905	pv	1	2355072
80_1	80	471	1511688992	pv	1	2355072
80_1	80	472	1511704616	pv	1	2465336
80_1	80	473	1511705089	pv	1	3607361
80_1	80	474	1511705597	pv	1	2013232
81_5	81	475	1512043076	pv	5	1789614
81_5	81	476	1512043238	pv	5	1789614
81_5	81	475	1512043882	pv	5	1789614
81_5	81	476	1512045640	fav	5	1789614
81_5	81	475	1512047222	pv	5	1789614
81_5	81	476	1512047486	pv	5	1789614
81_5	81	475	1512047801	buy	5	1789614
81_5	81	475	1512048107	buy	5	1789614
81_5	81	475	1512048537	pv	5	1789614
81_5	81	475	1512049356	pv	5	1789614
82_1	82	477	1511656660	pv	1	4145813
82_1	82	478	1511656710	pv	1	2355072
82_1	82	479	1511656927	pv	1	4756105
82_1	82	480	1511657017	pv	1	982926
82_1	82	481	1511657025	pv	1	1990869
82_1	82	482	1511657196	pv	1	4756105
82_1	82	483	1511657218	pv	1	4145813
82_1	82	484	1511657243	pv	1	4145813
82_1	82	485	1511657279	pv	1	2355072
82_1	82	486	1511657360	pv	1	2355072
82_1	82	487	1511658727	pv	1	3277224
82_1	82	488	1511669184	pv	1	2355072
82_1	82	489	1511669435	pv	1	2355072
82_1	82	485	1511670336	buy	1	2355072
82_1	82	484	1511670417	pv	1	4145813
82_1	82	484	1511670443	pv	1	4145813
82_1	82	483	1511670471	pv	1	4145813
82_1	82	477	1511670486	pv	1	4145813
82_1	82	490	1511670517	cart	1	4145813
82_1	82	490	1511697253	pv	1	4145813
82_1	82	491	1511706622	pv	1	4559624
82_1	82	477	1511708938	pv	1	4145813
82_1	82	490	1511708956	pv	1	4145813
82_1	82	288	1511708987	pv	1	4756105
82_1	82	492	1511709005	pv	1	4756105
82_1	82	493	1511709022	pv	1	4756105
82_1	82	374	1511709137	pv	1	4801426
82_1	82	494	1511709236	pv	1	2735466
82_1	82	495	1511709646	pv	1	982926
82_1	82	496	1511709652	pv	1	982926
82_1	82	497	1511709658	pv	1	1320293
82_1	82	481	1511709687	pv	1	1990869
82_1	82	498	1511709739	pv	1	982926
82_1	82	499	1511709758	pv	1	982926
82_1	82	495	1511709768	pv	1	982926
82_1	82	480	1511709772	pv	1	982926
82_1	82	374	1511709800	pv	1	4801426
82_1	82	40	1511709856	pv	1	4756105
82_1	82	478	1511709878	pv	1	2355072
82_1	82	500	1511709888	pv	1	4756105
83_7	83	501	1512216898	pv	7	4756105
83_7	83	502	1512217531	pv	7	4756105
83_7	83	503	1512226858	pv	7	2735466
83_7	83	504	1512228639	pv	7	4145813
84_1	84	505	1511673687	pv	1	1108912
84_1	84	506	1511674412	pv	1	4583654
84_1	84	507	1511675673	pv	1	1910296
84_1	84	508	1511676312	cart	1	4882154
84_1	84	508	1511676401	pv	1	4882154
85_6	85	509	1512112228	pv	6	3607361
85_6	85	510	1512112296	pv	6	4048584
85_6	85	511	1512113684	pv	6	3607361
86_1	86	512	1511662235	pv	1	4756105
86_1	86	217	1511662249	pv	1	4756105
86_1	86	513	1511662284	pv	1	4756105
86_1	86	514	1511662346	pv	1	4756105
86_1	86	515	1511662389	pv	1	4756105
86_1	86	516	1511662397	pv	1	4756105
86_1	86	245	1511662502	pv	1	4756105
86_1	86	517	1511662601	pv	1	4756105
86_1	86	518	1511662697	pv	1	4756105
86_1	86	519	1511662812	pv	1	4756105
86_1	86	520	1511662899	cart	1	4756105
86_1	86	521	1511663345	cart	1	4756105
86_1	86	522	1511671263	buy	1	982926
86_1	86	523	1511671297	pv	1	3607361
86_1	86	524	1511671335	pv	1	2735466
86_1	86	525	1511671362	pv	1	2735466
86_1	86	526	1511671400	pv	1	1859277
86_1	86	527	1511671443	pv	1	2735466
86_1	86	522	1511671469	pv	1	982926
86_1	86	528	1511671696	pv	1	4756105
